순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
206,대구광역시,율하119안전센터,대구광역시 동구 율하동로8길 5,053-605-5371,053-964-8911,35.8620979192014,128.701949350883
207,대구광역시,노원119안전센터,대구광역시 북구 노원로 42,053-350-5751,053-350-5729,35.8921501800608,128.567391204939
208,대구광역시,대현119안전센터,대구광역시 북구 대현로 105,053-350-5770,053-350-5779,35.882427256702,128.610631790953
209,대구광역시,산격119안전센터,대구광역시 북구 유통단지로8길 88,053-350-5791,053-350-5799,35.9061144710021,128.614261138811
210,대구광역시,칠성119안전센터,대구광역시 북구 칠성남로 112,053-350-5721,053-350-5729,35.8780015545334,128.592313890025
211,대구광역시,침산119안전센터,대구광역시 북구 침산남로 149,053-350-5749,053-353-0119,35.8882852661811,128.592302195819
212,대구광역시,내당119안전센터,대구광역시 서구 서대구로3길 16,053-320-4495,053-557-0119,35.8594368131317,128.555262861103
213,대구광역시,비산119안전센터,대구광역시 서구 달서로 206,053-320-4496,053-565-5119,35.8804536808062,128.57201760232
214,대구광역시,이현119안전센터,대구광역시 서구 국채보상로 119,053-320-4493,053-552-0119,35.8690806172515,128.544138809243
215,대구광역시,평리119안전센터,대구광역시 서구 달서천로 186,053-320-4492,053-352-8953,35.8818754968117,128.554385807689
216,대구광역시,가창119안전센터,대구광역시 달성군 가창면 가창로 547,053-607-3900,050-2671-0119,35.7624489170143,128.650902916695
217,대구광역시,고산119안전센터,대구광역시 수성구 고산로 105,053-607-3890,050-2671-0119,35.8402055935931,128.704478975967
218,대구광역시,만촌119안전센터,대구광역시 수성구 달구벌대로 2658,053-607-3840,050-2671-0119,35.8553360858601,128.652109027714
219,대구광역시,무열로119안전센터,대구광역시 수성구 무열로 139,053-607-3880,050-2671-0119,35.8707343183583,128.648155346012
220,대구광역시,범물119안전센터,대구광역시 수성구 청호로 87,053-607-3820,053-607-3839,35.8254701590657,128.644226302015
221,대구광역시,상동119안전센터,대구광역시 수성구 파동로51길 5,053-607-3860,050-2671-0119,35.8250946227159,128.609375652635
222,대구광역시,수성119안전센터,대구광역시 수성구 들안로60길 30,053-607-3870,050-2671-0119,35.8566991283413,128.620903237772
223,대구광역시,황금119안전센터,대구광역시 수성구 동대구로12길 41,053-607-3850,050-2671-0119,35.835493398991,128.62643436355
224,대구광역시,남산119안전센터,대구광역시 중구 달구벌대로 1926,053-601-4571,053-255-2377,35.8625785689275,128.575242214597
225,대구광역시,대신119안전센터,대구광역시 중구 큰장로26길 45,053-601-4574,053-255-0020,35.8689072112825,128.580771841427
226,대구광역시,명덕119안전센터,대구광역시 남구 명덕로34길 22,053-601-4577,053-657-2006,35.8555191778081,128.587200983073
227,대구광역시,봉덕119안전센터,대구광역시 남구 희망로3길 29,053-601-4573,053-472-3008,35.8490254861932,128.599284436666
228,대구광역시,삼덕119안전센터,대구광역시 중구 공평로 35,053-601-4575,053-426-3007,35.8671886015582,128.599668873827
229,대구광역시,서문로119안전센터,대구광역시 중구 경상감영길 45,053-601-4572,053-253-3008,35.8715731433801,128.589982298673
230,대구광역시,성명119안전센터,대구광역시 남구 대명남로 12-1,053-601-4578,053-657-2330,35.8333979731285,128.560147424485
231,인천광역시,강화119안전센터,인천광역시 강화군 강화읍 남문로23번길 11,032-930-5894,032-930-0580,37.7396723408858,126.487454831449
232,인천광역시,길상119안전센터,인천광역시 강화군 길상면 마니산로 93,032-930-5822,032-930-5899,37.6383381483064,126.482567892195
233,인천광역시,내가119안전센터,인천광역시 강화군 내가면 강화서로 235-1,032-930-5823,032-933-9919,37.7175112457322,126.390106700614
234,인천광역시,불은119안전센터,인천광역시 강화군 불은면 중앙로 505,032-930-5811,032-930-5812,37.712068398832,126.458337525047
235,인천광역시,검단119안전센터,인천광역시 서구 완정로191,032-590-2725,032-564-0119,37.602645173654,126.655133030614
236,인천광역시,마전119안전센터,인천광역시 서구 원당대로736,032-590-2715,032-590-2789,37.5936342809621,126.682478383586
237,인천광역시,오류119안전센터,인천광역시 서구 대촌로6,032-590-2755,032-565-4119,37.5945880736795,126.632580763959
238,인천광역시,원당119안전센터,인천광역시 서구 원당대로881,032-590-2735,032-568-1196,37.5937816073867,126.699661235414
239,인천광역시,계산119안전센터,인천광역시 계양구 주부토로557,032-650-5622,032-547-0119,37.543988843055,126.728242467592
240,인천광역시,작전119안전센터,인천광역시 계양구 장제로774,032-650-5621,032-555-8118,37.537054263815,126.734917972563
241,인천광역시,장기119안전센터,인천광역시 계양구 장기서로14,032-650-5623,032-547-6112,37.5763339796147,126.733690329638
242,인천광역시,효성119안전센터,인천광역시 계양구 효서로 96-1,032-650-5624,032-554-2119,37.5275762841482,126.706489933391
243,인천광역시,고잔119안전센터,인천광역시 남동구 남동서로 208,032-723-5521,032-818-7119,37.4081755045764,126.693000037004
244,인천광역시,논현119안전센터,인천광역시 남동구 소래역로 109,032-439-2119,032-439-5119,37.4053359288932,126.729675738644
245,인천광역시,도림119안전센터,인천광역시 남동구 비류대로 667,032-814-2119,032-814-1196,37.4226793545092,126.709113344636
246,인천광역시,동춘119안전센터,인천광역시 연수구 앵고개로 241,032-813-2119,032-813-1193,37.4091495210335,126.671288972739
247,인천광역시,소래119안전센터,인천광역시 남동구 에코중앙로 86,032-432-0440,032-432-0550,37.3864068663598,126.720720286771
248,인천광역시,옥련119안전센터,인천광역시 연수구 청량로155번길 7,032-832-0119,032-834-6119,37.4206698228865,126.651934248826
249,인천광역시,간석119안전센터,인천광역시 남동구 경인로 621,032-870-5223,032-431-1119,37.4658256257215,126.706372842588
250,인천광역시,구월119안전센터,인천광역시 남동구 인주대로 714,032-870-5221,032-461-1197,37.4488805965133,126.716891927554
251,인천광역시,담방119안전센터,인천광역시 남동구 매소홀로 1044,032-870-5224,032-469-1119,37.4393349446136,126.739022151538
252,인천광역시,만수119안전센터,인천광역시 남동구 백범로 207,032-870-5222,032-464-7290,37.4596809341528,126.725802961472
253,인천광역시,서창119안전센터,인천광역시 남동구 서창방산로 61,032-870-5259,032-870-1199,37.4226790774815,126.751573194387
254,인천광역시,관교119안전센터,인천광역시 미추홀구 인하로 450,032-870-3455,032-435-1196,37.4443091294376,126.696590337942
255,인천광역시,도화119안전센터,인천광역시 미추홀구 장고개로 85,032-870-3453,032-872-2119,37.4754500177007,126.669304839088
256,인천광역시,숭의119안전센터,인천광역시 미추홀구 석정로49번길 30,032-870-3456,032-891-3119,37.4649934420385,126.642497875885
257,인천광역시,신기119안전센터,인천광역시 미추홀구 인하로 190,032-870-3295,032-870-3288,37.448445762434,126.669060075088
258,인천광역시,용현119안전센터,인천광역시 미추홀구 독배로 376,032-870-3454,032-889-2119,37.4533880406862,126.648575780992
259,인천광역시,주안119안전센터,인천광역시 미추홀구 한나루로 607,032-870-3452,032-874-7261,37.460463810933,126.672270959541
260,인천광역시,갈산119안전센터,인천광역시 부평구 부평대로 324,032-723-5353,032-519-1190,37.5202257852865,126.722149279371
261,인천광역시,부개119안전센터,인천광역시 부평구 부개로 6,032-723-5357,032-362-1991,37.4978732318612,126.739692385025
262,인천광역시,부평119안전센터,인천광역시 부평구 부평대로 8,032-723-5354,032-513-1190,37.4921721425234,126.723441338097
263,인천광역시,산곡119안전센터,인천광역시 부평구 마장로 198,032-723-5356,032-506-1190,37.4957144367975,126.703096556192
264,인천광역시,삼산119안전센터,인천광역시 부평구 충선로 252,032-723-5358,032-508-9119,37.5117535743829,126.736092852455
265,인천광역시,십정119안전센터,인천광역시 부평구 경원대로 1111,032-723-5355,032-422-0819,37.4803070054783,126.697246324424
266,인천광역시,가좌119안전센터,인천광역시 서구 백범로678번길 17,032-578-0119,032-577-2119,37.4822906248163,126.682607582309
267,인천광역시,검암119안전센터,인천광역시 서구 승학로 474,032-568-7119,032-562-1199,37.5640759460826,126.673594392091
268,인천광역시,석남119안전센터,인천광역시 서구 석남로 102,032-571-0119,032-581-7609,37.5005927312449,126.672967800046
269,인천광역시,신현119안전센터,인천광역시 서구 가정로 333-1,032-572-0119,032-572-7119,37.5147325881069,126.672511011103
270,인천광역시,연희119안전센터,인천광역시 서구 서곶로 292,032-723-5421,032-562-0138,37.5433891634204,126.677248182913
271,인천광역시,원창119안전센터,인천광역시 서구 북항로32번길 47-5,032-577-0119,032-581-2119,37.5105177892804,126.644700629048
272,인천광역시,청라119안전센터,인천광역시 서구 청라한내로 77,032-569-5026,032-569-5027,37.5321723566538,126.627127676255
273,인천광역시,국제119안전센터,인천광역시 연수구 센트럴로 412,032-831-6693,032-832-6119,37.4102286285073,126.6287822744
274,인천광역시,미래119안전센터,인천광역시 연수구 첨단대로60번길 15,032-810-6661,032-810-6664,37.3672280788106,126.651588040332
275,인천광역시,신송119안전센터,인천광역시 연수구 해돋이로 92,032-810-6683,032-831-8119,37.3909227454514,126.65189340908
276,인천광역시,영흥119안전센터,인천광역시 옹진군 영흥로 283-32,032-810-6692,032-886-3119,37.2564354715708,126.483902564782
277,인천광역시,공항119안전센터,인천광역시 중구 제2터미널대로 268,032-727-6180,032-727-6190,37.4868731703979,126.415515641282
278,인천광역시,용유119안전센터,인천광역시 중구 용유서로128번길 1,032-727-6183,032-747-0119,37.4485444022982,126.393957636148
279,인천광역시,운남119안전센터,인천광역시 중구 중구 운남로 116,032-727-6181,032-746-0119,37.488045907059,126.53330556623
280,인천광역시,운서119안전센터,인천광역시 중구 흰바위로27번길 16,032-727-6182,032-751-0119,37.493719510686,126.488414963111
281,인천광역시,만석119안전센터,인천광역시 동구 제물량로 396,032-766-0119,032-766-2119,37.4833974347001,126.625813427573
282,인천광역시,백령119안전센터,인천광역시 옹진군 백령면 백령남로 30,032-836-2119,032-836-2119,37.967449896222,124.717686291899
283,인천광역시,송림119안전센터,인천광역시 동구 샛골로 133,032-764-7119,032-764-7109,37.4743116594514,126.644083568743
284,인천광역시,송현119안전센터,인천광역시 동구 방축로 39,032-576-0119,032-579-3119,37.4863115582023,126.650986121906
285,인천광역시,연안119안전센터,인천광역시 중구 축항대로118번길 108,032-887-4689,032-887-4688,37.4466047459004,126.604156383729
286,인천광역시,중앙119안전센터,"인천광역시 중구 인중로 204, 1층",032-870-5180,032-870-5168,37.4701498156144,126.622340066185
287,광주광역시,비아119안전센터,광주광역시 광산구 비아로12번길 10(비아동),062-606-4671,062-606-4684,35.2207615646222,126.82361254924
288,광주광역시,빛그린119안전센터,광주광역시 광산구 삼도로 65(삼거동),062-606-4731,062-606-4744,35.1650269369012,126.671358487754
289,광주광역시,송정119안전센터,광주광역시 광산구 상무대로 93-1(도산동),062-606-4641,062-606-4654,35.1291275580212,126.785494369408
290,광주광역시,신가119안전센터,광주광역시 광산구 수등로 236(신가동),062-606-4686,062-606-4699,35.184899640916,126.834783972802
291,광주광역시,월곡119안전센터,광주광역시 광산구 우산로 85번길 12-5(우산동),062-606-4656,062-606-4669,35.1573786468173,126.809972323255
292,광주광역시,첨단119안전센터,광주광역시 광산구 임방울대로825번길 16(쌍암동),062-606-4701,062-606-4714,35.2187761746166,126.84916639493
293,광주광역시,평동119안전센터,광주광역시 광산구 월전로 59(월전동),062-606-4716,062-606-4729,35.1243451127666,126.773988762627
294,광주광역시,하남119안전센터,광주광역시 광산구 하남산단1번로 13(하남동),062-606-4601,062-606-4629,35.1860355882358,126.79656403261
295,광주광역시,대촌119안전센터,광주광역시 남구 회재로 251(지석동),062-606-4441,062-606-4454,35.0857839239438,126.828830972696
296,광주광역시,봉선119안전센터,광주광역시 남구 오방로 63(방림동),062-606-4426,062-606-4439,35.1310206509394,126.918986688343
297,광주광역시,송하119안전센터,광주광역시 남구 송암로58번길 13(송하동),062-606-4371,062-606-4399,35.1105075675122,126.878340652978
298,광주광역시,월산119안전센터,광주광역시 남구 수박등로 1(월산동),062-606-4411,062-606-4424,35.1406130131608,126.894676110442
299,광주광역시,대인119안전센터,광주광역시 동구 제봉로 210(대인동),062-606-4201,062-606-4229,35.1544942942489,126.914804784324
300,광주광역시,용산119안전센터,광주광역시 동구 남문로 535(용산동),062-606-4241,062-606-4254,35.1187432884057,126.933075134225
301,광주광역시,지산119안전센터,광주광역시 동구 밤실로30번길 16(지산동),062-606-4256,062-606-4269,35.1499586827579,126.938544457704
302,광주광역시,건국119안전센터,광주광역시 북구 용두마을길 10,062-606-4576,062-606-4589,35.2196332733355,126.877964288481
303,광주광역시,동림119안전센터,광주광역시 북구 북문대로 202(동림동),062-606-4561,062-606-4574,35.1864715696746,126.87029106156
304,광주광역시,두암119안전센터,광주광역시 북구 삼정로 5(두암동),062-606-4546,062-606-4559,35.1623968350747,126.936820863847
305,광주광역시,문흥119안전센터,광주광역시 북구 서하로 290(오치동),062-606-4461,062-606-4489,35.186288409879,126.912007146738
306,광주광역시,우산119안전센터,광주광역시 북구 동문대로 127(우산동),062-606-4516,062-606-4529,35.1744981260011,126.925875872643
307,광주광역시,일곡119안전센터,광주광역시 북구 설죽로 529(일곡동),062-606-4531,062-606-4544,35.206335469492,126.897301992454
308,광주광역시,임동119안전센터,광주광역시 북구 서림로 5(임동),062-606-4501,062-606-4514,35.1688675829341,126.890709077159
309,광주광역시,금호119안전센터,광주광역시 서구 운천로 112(쌍촌동),062-606-4326,062-606-4339,35.142713056313,126.858291647224
310,광주광역시,상무119안전센터,광주광역시 서구 치평로 65(치평동),062-606-4341,062-606-4354,35.1532734790409,126.847090991607
311,광주광역시,염주119안전센터,광주광역시 서구 염화로 77(화정동),062-606-4311,062-606-4324,35.1415567447599,126.873826825466
312,광주광역시,풍암119안전센터,광주광역시 서구 회재로 907(금호동),062-606-4356,062-606-4369,35.1237043065474,126.862675176889
313,광주광역시,화정119안전센터,광주광역시 서구 화운로 197(화정동),062-606-4271,062-606-4299,35.1566943238505,126.876225371873
314,대전광역시,가양119안전센터,대전광역시 동구 계족로 300,042-270-1221,042-270-1229,36.3391599639671,127.437600229189
315,대전광역시,삼성119안전센터,대전광역시 동구 태전로 134,042-270-1231,042-270-1239,36.3403249222378,127.421960711264
316,대전광역시,원동119안전센터,대전광역시 동구 대전천동로 508,042-270-1241,042-270-1249,36.326992084421,127.432905315097
317,대전광역시,부사119안전센터,대전광역시 중구 대종로 373,042-270-1251,042-270-1259,36.3173370007388,127.428013823451
318,대전광역시,산내119안전센터,대전광역시 동구 산내로 1328,042-270-1261,042-270-1269,36.2819026369734,127.467490677944
319,대전광역시,용운119안전센터,대전광역시 동구 용운로 151번길 88,042-270-1271,042-270-1279,36.3312891024176,127.461790301749
320,대전광역시,갈마119안전센터,대전광역시 서구 갈마중로 15,042-270-1804,042-270-1959,36.3479047129403,127.371118455166
321,대전광역시,태평119안전센터,대전광역시 중구 동서대로 1235,042-270-1811,042-270-1819,36.3266485633435,127.396867216983
322,대전광역시,탄방119안전센터,대전광역시 서구 문정로 142,042-270-1821,042-270-1829,36.3468208437512,127.395267393678
323,대전광역시,월평119안전센터,대전광역시 서구 청사로 27,042-270-1831,042-270-1839,36.3600075991843,127.366880883004
324,대전광역시,샘머리119안전센터,대전광역시 서구 둔산로 101번길 26,042-270-1841,042-270-1849,36.3525365819119,127.385574503517
325,대전광역시,법동119안전센터,대전광역시 대덕구 계족로 682,042-270-1851,042-270-1859,36.3723950007851,127.42900736273
326,대전광역시,대화119안전센터,대전광역시 대덕구 대화로 81,042-270-1861,042-270-1869,36.3669067389335,127.410867457441
327,대전광역시,덕암119안전센터,대전광역시 대덕구 신탄진로 661,042-270-1871,042-270-1879,36.4372837868107,127.425650925499
328,대전광역시,문평119안전센터,대전광역시 대덕구 문평동로 18번길 34,042-270-1881,042-270-1889,36.4469173628791,127.404715940285
329,대전광역시,송촌119안전센터,대전광역시 대덕구 동춘당로 65,042-270-1891,042-270-1899,36.363480000202,127.441960030546
330,대전광역시,도룡119안전센터,대전광역시 유성구 대덕대로 516,042-270-1903,042-270-1909,36.3791959389675,127.378851656093
331,대전광역시,전민119안전센터,대전광역시 유성구 엑스포로 486-11,042-270-1912,042-270-1919,36.3993172309193,127.405981347732
332,대전광역시,구암119안전센터,대전광역시 유성구 월드컵대로 263,042-270-1922,042-270-1929,36.34892634766,127.329243104933
333,대전광역시,궁동119안전센터,대전광역시 유성구 궁동로 35,042-270-1931,042-270-1939,36.363665992206,127.348708433962
334,대전광역시,노은119안전센터,대전광역시 유성구 노은로 101,042-270-1942,042-270-1949,36.3686893756932,127.31742731886
335,대전광역시,복수119안전센터,대전광역시 서구 복수서로 67,042-270-1952,042-270-1952,36.3093408889406,127.372352374366
336,대전광역시,문화119안전센터,대전광역시 중구 계룡로 918번길 67,042-270-1961,042-270-1969,36.3193169015427,127.411273335978
337,대전광역시,산성119안전센터,대전광역시 중구 산성로 59,042-270-1971,042-270-1979,36.3077276116695,127.39500742182
338,대전광역시,가수원119안전센터,대전광역시 서구 용소로 46,042-270-1981,042-270-1989,36.3090606620125,127.352664613734
339,대전광역시,원내119안전센터,대전광역시 유성구 계백로 801번길 17,042-270-1991,042-270-1999,36.2918952479765,127.31888406396
340,대전광역시,기성119안전센터,대전광역시 서구 금평2길 57,042-270-1281,042-270-1228,36.2532037600524,127.341776659185
341,울산광역시,공단119안전센터,울산광역시 남구 부곡동 287,052-241-2670,052-229-7964,35.5026312112445,129.328416592047
342,울산광역시,무거119안전센터,울산광역시 남구 문수로 89,052-241-2650,052-229-7964,35.5389093083408,129.26368323246
343,울산광역시,삼산119안전센터,울산광역시 삼산중로 149,052-241-2580,052-229-7964,35.5471316012368,129.335437832909
344,울산광역시,신정119안전센터,울산광역시 남구 신정로87번길 2,052-241-2630,052-229-7964,35.5393680452438,129.31959829925
345,울산광역시,여천119안전센터,울산광역시 남구 여천로 81-33,052-241-2610,052-229-7964,35.5253045346698,129.341332848279
346,울산광역시,옥동119안전센터,울산광역시 남구 대공원입구로21번길 20,052-241-2690,052-229-7964,35.5343506356619,129.292161975949
347,울산광역시,장생포119안전센터,울산광역시 남구 매암로 18,052-241-2560,052-229-7964,35.5115616005605,129.377417955259
348,울산광역시,온산119안전센터,울산광역시 울주군 덕신로 232,052-241-2580,052-229-7967,35.4333845648914,129.306633463856
349,울산광역시,온양119안전센터,울산광역시 울주군 온양로 74,052-241-2890,052-229-7967,35.410864781411,129.279686190316
350,울산광역시,웅촌119안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,052-241-2910,052-229-7967,35.4634398139989,129.206448429231
351,울산광역시,화산119안전센터,울산광역시 울주군 공단로 417,052-241-2840,052-229-7967,35.4391202898825,129.335212381319
352,울산광역시,전하119안전센터,울산광역시 동구 진성4가길 8,052-241-2760,052-229-7965,35.509335725768,129.429083383624
353,울산광역시,화암119안전센터,울산광역시 동구 꽃바위2가길 9,052-241-2720,052-229-7965,35.4823516808126,129.412592596677
354,울산광역시,화정119안전센터,울산광역시 동구 방어진순환도로 601,052-241-2740,052-229-7965,35.4955109497418,129.426997376175
355,울산광역시,강동119안전센터,울산광역시 북구 산하중앙2로 231,052-229-8280,052-229-7966,35.6310473749539,129.436747567189
356,울산광역시,농소119안전센터,울산광역시 북구 아진로 72,052-229-8200,052-229-7966,35.6299539700581,129.340768875551
357,울산광역시,매곡119안전센터,울산광역시 북구 오토밸리로 1024,052-229-8260,052-229-7966,35.648714218408,129.359559216057
358,울산광역시,송정119안전센터,울산광역시 북구 화동로 178,052-229-8200,052-229-7966,35.6067847290472,129.370124250994
359,울산광역시,염포119안전센터,울산광역시 북구 염포로 769,052-229-8220,052-229-7966,35.5264279914228,129.399015603912
360,울산광역시,두서119안전센터,울산광역시 울주군 두서면 인보로 85,052-241-2552,052-229-7968,35.6424359299989,129.158888357141
361,울산광역시,범서119안전센터,울산광역시 울주군 범서읍 구영앞길 99,052-241-2506,052-229-7968,35.5697616024895,129.236260837646
362,울산광역시,언양119안전센터,울산광역시 울주군 도호길 72-37,052-241-2466,052-229-7968,35.54525948913,129.136530805483
363,울산광역시,병영119안전센터,울산광역시 중구 구교로 226,052-241-2444,052-229-7963,35.5645849103149,129.342542898061
364,울산광역시,성남119안전센터,울산광역시 중구 젊음의거리 6,052-241-2426,052-229-7963,35.5532119642873,129.316749050665
365,울산광역시,유곡119안전센터,울산광역시 중구 종가로 205,052-241-2407,052-229-7963,35.5629507922677,129.299310395371
366,울산광역시,태화119안전센터,울산광역시 중구 태화로 111,052-241-2533,052-229-7963,35.5533900069999,129.287964702283
367,세종특별자치시,보람119안전센터,세종특별자치시 남세종로 436(보람동),044-300-8653,044-864-3119,36.4779283839499,127.291369452805
368,세종특별자치시,아름119안전센터,세종특별자치시 보듬3로 119(아름동),044-300-8633,044-269-5645,36.5114201250681,127.24664241317
369,세종특별자치시,어진119안전센터,세종특별자치시 절재로 301(어진동),044-300-8623,044-864-9119,36.5062832899803,127.273661484426
370,세종특별자치시,장군119안전센터,세종특별자치시 장군면 장척로 387-4,044-300-8663,044-868-5114,,
371,세종특별자치시,한솔119안전센터,세종특별자치시 노을3로 29(한솔동),044-300-8643,044-862-2419,36.4805041088106,127.259205055663
372,세종특별자치시,부강119안전센터,세종특별자치시 부강면 청연로 7,044-300-8543,044-277-7078,36.5283453242992,127.37211917687
373,세종특별자치시,연서119안전센터,세종특별자치시 연서면 도신고복로 306,044-300-8553,044-862-8119,36.5895635168403,127.202303071461
374,세종특별자치시,전의119안전센터,세종특별자치시 전의면 서정길 46-6,044-300-8533,044-862-7119,36.6864835651022,127.192342698227
375,세종특별자치시,조치원119안전센터,세종특별자치시 조치원읍 세종로 2439,044-300-8523,044-863-6119,36.6044668143914,127.288760860265
376,경기도,정자119안전센터,경기도 수원시 장안구 정자천로 189번길 12,031-8012-9512,031-280-8520,37.2971991256724,126.995993076602
377,경기도,원천119안전센터,경기도 수원시 영통구 중부대로 349,031-8012-9538,031-280-8523,37.2731671592456,127.054202938869
378,경기도,파장119안전센터,경기도 수원시 장안구 서부로 2308,031-8012-9576,031-280-8526,37.312384229078,126.979158725441
379,경기도,이의119안전센터,경기도 수원시 영통구 도청로18번길 33,031-8012-9587,031-280-8527,37.2886963858487,127.056532906378
380,경기도,영통119안전센터,경기도 수원시 영통구 매영로 325,031-8012-9141,031-280-8520,37.2532212968554,127.068832850913
381,경기도,남부119안전센터,경기도 수원시 권선구 동수원로 286,031-639-8510,031-280-8521,37.2547415387714,127.036381693548
382,경기도,매산119안전센터,경기도 수원시 팔달구 매산로 89,031-639-8521,031-280-8522,37.2704984896655,127.010674176609
383,경기도,지만119안전센터,경기도 수원시 팔달구 경수대로 660,031-639-8531,031-280-8524,37.2843119556419,127.028680131585
384,경기도,서둔119안전센터,경기도 수원시 권선구 서호동로 48,031-639-8541,031-280-8525,37.2689455710514,126.993384570387
385,경기도,고색119안전센터,경기도 수원시 권선구 서부로 1614,031-639-8551,031-280-8528,37.2532080967527,126.97532182721
386,경기도,호매실119안전센터,경기도 수원시 권선구 금곡로 194,031-639-8561,031-280-8529,37.2732702851268,126.951956384183
387,경기도,하대원119안전센터,경기도 성남시 중원구 마지로 64,031-720-0500,031-280-8536,37.4278988951821,127.137191870161
388,경기도,신흥119안전센터,경기도 성남시 수정구 시민로 151,031-720-0510,031-280-8537,37.4415522509298,127.143268476109
389,경기도,상대원119안전센터,경기도 성남시 중원구 둔촌대로 469,031-720-0530,031-280-8538,37.4321495024829,127.16900455194
390,경기도,단대119안전센터,경기도 성남시 수정구 논골로 11번길 7-2,031-720-0520,031-280-8539,37.4549326832781,127.159564701399
391,경기도,위례119안전센터,경기도 성남시 수정구 헌릉로 1003,031-720-0540,031-280-8540,37.4619276808052,127.143625302207
392,경기도,태평119안전센터,경기도 성남시 수정구 성남대로 1312,031-720-0550,031-280-8541,37.446859239286,127.127189319997
393,경기도,고등119안전센터,경기도 성남시 수정구 대왕판교로 931,031-720-0560,031-280-8541,37.4234033033183,127.101559043343
394,경기도,서현119안전센터,경기도 성남시 분당구 양현로 14,031-8018-3501,031-280-8547,37.386039707594,127.119485991125
395,경기도,판교119안전센터,경기도 성남시 분당구 대왕판교로644번길 62,031-8018-3511,031-280-8548,37.3995424240373,127.113729043462
396,경기도,서판교119안전센터,경기도 성남시 분당구 운중로 88,031-8018-3561,031-280-8896,37.3912781032156,127.072643544601
397,경기도,수내119안전센터,경기도 성남시 분당구 백현로 241,031-8018-3521,031-280-8549,37.3673527932452,127.122594697553
398,경기도,야탑119안전센터,경기도 성남시 분당구 양현로 485,031-8218-3531,031-280-8550,37.4164671416142,127.135949085891
399,경기도,구미119안전센터,경기도 성남시 분당구 돌마로 138,031-8018-3551,031-280-8551,37.3518938889055,127.116516045543
400,경기도,중앙119안전센터,경기도 부천시 원미구 신흥로 115,032-650-4501,031-280-8580,37.4940124263173,126.778052569053
401,경기도,오정119안전센터,경기도 부천시 오정구 신흥로 499,032-650-4512,031-280-8581,37.5277585766989,126.777475548441
402,경기도,중동119안전센터,경기도 부천시 원미구 부일로 346,032-650-4523,031-280-8582,37.4877205366711,126.76852800331
403,경기도,괴안119안전센터,경기도 부천시 소사구 부광로8번길 49,032-650-4532,031-280-8583,37.482716149283,126.810439637854
404,경기도,원종119안전센터,경기도 부천시 오정구 원종로79번길 41,032-650-4542,031-280-8584,37.5260061746913,126.808496450708
405,경기도,상동119안전센터,경기도 부천시 원미구 장말로 113,032-650-4553,031-280-8585,37.4942981137064,126.754496545474
406,경기도,서부119안전센터,경기도 부천시 원미구 계남로 169,032-650-4563,031-280-8586,37.5079070548544,126.767774185027
407,경기도,범박119안전센터,경기도 부천시 소사구 범안로 127,032-650-4574,031-280-8587,37.4705232236288,126.809413122136
408,경기도,신상119안전센터,경기도 부천시 원미구 상동로117번길 36,032-650-4583,031-280-8588,37.5081274274471,126.751559932545
409,경기도,여월119안전센터,경기도 부천시 오정구 여월로 62,032-650-4592,031-280-8589,37.5113612613326,126.805392451009
410,경기도,부림119안전센터,경기도 안양시 동안구 관평로212번길 32 (관양동),031-470-0501,031-280-8595,37.3960060808153,126.960786548935
411,경기도,안양119안전센터,경기도 안양시 만안구 현충로 55 (안양동),031-470-0511,031-280-8596,37.3903267857071,126.925588860518
412,경기도,관양119안전센터,경기도 안양시 동안구 동편로13번길 6 (관양동),031-470-0531,031-280-8597,37.4066453623605,126.971580863499
413,경기도,석수119안전센터,경기도 안양시 만안구 석수로 28 (석수동),031-470-0541,031-280-8598,37.4089925526693,126.909249197122
414,경기도,귀인119안전센터,경기도 안양시 동안구 평촌대로 104 (평촌동),031-470-0551,031-280-8599,37.3817977223212,126.961499873535
415,경기도,박달119안전센터,경기도 안양시 만안구 오리로 38 (박달동),031-470-0561,031-280-8600,37.4079221793162,126.884777390079
416,경기도,고잔119안전센터,경기도 안산시 단원구 화랑로 407 (고잔동),031-470-7501,031-280-8606,37.3217355969893,126.832958805798
417,경기도,원시119안전센터,경기도 안산시 단원구 동산로 31 (원시동),031-470-7511,031-280-8607,37.3129658104123,126.793593313585
418,경기도,선부119안전센터,경기도 안산시 단원구 선부광장서로 43 (선부동),031-470-7521,031-280-8608,37.333947116242,126.804398466661
419,경기도,성곡119안전센터,경기도 안산시 단원구 장자골로 66 (성곡동),031-470-7541,031-280-8609,37.3126852956175,126.765526044663
420,경기도,월피119안전센터,경기도 안산시 상록구 충장로 645 (월피동),031-470-7551,031-280-8610,37.335035369418,126.854451438203
421,경기도,군자119안전센터,경기도 안산시 단원구 번영1로 45 (성곡동),031-470-7561,031-280-8611,37.319899446982,126.735823119242
422,경기도,사동119안전센터,경기도 안산시 상록구 항가울로 230 (사동),031-470-7571,031-280-8612,37.300852612644,126.843649279599
423,경기도,대부119안전센터,경기도 안산시 단원구 영전로 375 (대부동동),031-470-7581,031-280-8613,37.2402702028901,126.617851099938
424,경기도,반월119안전센터,경기도 안산시 상록구 건지미길 48 (건건동),031-470-7591,031-280-8614,37.3030077823494,126.905538102688
